date,iso_code,location,new_cases,new_cases_smoothed,reproduction_rate,icu_patients,hosp_patients,new_deaths
2020-08-31,DEU,Germany,1453,1491.06,1.21,23.5,267.6,7
2020-09-01,DEU,Germany,1443,1481.78,1.331,29.4,270.3,10
2020-09-02,DEU,Germany,1471,1477.79,1.367,54.1,237.2,6
2020-09-03,DEU,Germany,1423,1468.13,1.262,63.2,258.0,11
2020-09-04,DEU,Germany,1420,1459.38,1.409,8.7,224.3,10
2020-09-05,DEU,Germany,1402,1448.36,1.393,39.4,136.0,11
2020-09-06,DEU,Germany,1391,1429.47,1.265,50.8,337.1,8
2020-09-07,DEU,Germany,1418,1424.47,1.445,28.7,306.8,7
2020-09-08,DEU,Germany,1369,1413.86,1.45,54.7,137.8,7
2020-09-09,DEU,Germany,1397,1403.25,1.542,47.6,251.9,9
2020-09-10,DEU,Germany,1346,1392.28,1.508,41.0,316.9,2
2020-09-11,DEU,Germany,1334,1380.03,1.248,32.7,233.5,8
2020-09-12,DEU,Germany,1322,1368.7,1.432,55.5,183.6,10
2020-09-13,DEU,Germany,1310,1357.18,1.429,34.7,314.4,6
2020-09-14,DEU,Germany,1391,1353.34,1.308,15.3,220.4,4
2020-09-15,DEU,Germany,1286,1341.48,1.39,50.4,149.8,13
2020-09-16,DEU,Germany,1273,1323.79,1.158,25.2,108.0,9
2020-09-17,DEU,Germany,1300,1317.17,1.157,17.1,0.0,5
2020-09-18,DEU,Germany,1294,1311.39,1.177,52.6,357.8,8
2020-09-19,DEU,Germany,1235,1298.84,1.389,46.7,133.1,11
2020-09-20,DEU,Germany,1346,1303.96,1.395,32.7,277.1,7
2020-09-21,DEU,Germany,1222,1279.79,1.325,54.6,126.4,5
2020-09-22,DEU,Germany,1215,1269.61,1.526,58.5,213.4,4
2020-09-23,DEU,Germany,1206,1259.95,1.454,54.8,236.0,8
2020-09-24,DEU,Germany,1192,1244.52,1.197,54.1,100.9,6
2020-09-25,DEU,Germany,1153,1224.39,1.341,17.9,276.6,5
2020-09-26,DEU,Germany,1244,1225.79,1.265,75.9,184.1,2
2020-09-27,DEU,Germany,1124,1194.1,1.402,61.1,244.2,5
2020-09-28,DEU,Germany,1158,1184.97,1.358,31.0,316.4,7
2020-09-29,DEU,Germany,1095,1167.94,1.274,49.8,259.2,6
2020-09-30,DEU,Germany,1081,1150.09,1.533,53.6,192.4,6
2020-10-01,DEU,Germany,1161,1145.69,,49.2,355.5,8
2020-10-02,DEU,Germany,1051,1131.09,1.325,85.9,196.4,7
2020-10-03,DEU,Germany,1036,1101.26,1.342,11.1,207.5,3
2020-10-04,DEU,Germany,1034,1088.41,1.53,20.5,186.9,3
2020-10-05,DEU,Germany,1135,1085.13,1.461,4.0,102.0,6
2020-10-06,DEU,Germany,1098,1085.46,,51.6,93.1,3
2020-10-07,DEU,Germany,1038,1079.33,1.272,60.9,155.7,9
2020-10-08,DEU,Germany,1100,1070.7,1.289,57.2,118.9,12
2020-10-09,DEU,Germany,942,1055.13,1.326,44.2,177.8,3
2020-10-10,DEU,Germany,958,1044.13,1.425,58.1,266.1,4
2020-10-11,DEU,Germany,913,1026.82,1.451,44.1,167.3,6
2020-10-12,DEU,Germany,893,992.29,1.304,64.8,217.6,4
2020-10-13,DEU,Germany,900,964.03,1.458,72.1,159.5,4
2020-10-14,DEU,Germany,860,938.67,1.288,31.4,403.6,6
2020-10-15,DEU,Germany,920,912.92,1.318,44.2,320.7,5
2020-10-16,DEU,Germany,827,896.49,1.235,47.5,180.2,8
2020-10-17,DEU,Germany,810,875.26,1.233,78.5,221.8,6
2020-10-18,DEU,Germany,870,869.01,1.29,33.7,92.8,1
2020-10-19,DEU,Germany,776,852.23,1.38,72.0,182.8,3
2020-10-20,DEU,Germany,817,840.35,1.284,20.7,152.0,6
2020-10-21,DEU,Germany,762,826.39,1.534,74.9,259.4,8
2020-10-22,DEU,Germany,746,801.48,1.292,67.0,125.6,3
2020-10-23,DEU,Germany,706,784.28,1.404,46.9,332.6,5
2020-10-24,DEU,Germany,714,770.57,1.519,68.3,194.8,5
2020-10-25,DEU,Germany,671,742.23,1.397,40.0,130.4,3
2020-10-26,DEU,Germany,653,724.74,1.352,31.5,202.6,2
2020-10-27,DEU,Germany,636,698.86,1.403,84.1,258.9,0
2020-10-28,DEU,Germany,682,687.35,1.333,39.2,241.6,3
2020-10-29,DEU,Germany,626,670.3,1.29,63.5,212.5,2
2020-10-30,DEU,Germany,620,657.94,1.452,72.2,270.2,3
2020-10-31,DEU,Germany,563,636.43,1.333,66.1,265.3,2
2020-11-01,DEU,Germany,545,618.42,1.486,62.0,265.7,3
2020-11-02,DEU,Germany,527,600.33,1.472,63.6,177.9,2
2020-11-03,DEU,Germany,508,582.17,1.41,71.1,177.4,3
2020-11-04,DEU,Germany,490,554.73,1.491,56.4,183.4,4
2020-11-05,DEU,Germany,471,532.59,1.34,49.2,160.5,2
2020-11-06,DEU,Germany,453,508.71,1.473,22.6,208.5,0
2020-11-07,DEU,Germany,434,490.26,1.473,56.4,199.6,0
2020-11-08,DEU,Germany,487,482.01,,70.6,332.4,3
2020-11-09,DEU,Germany,397,463.43,1.353,28.0,159.6,2
2020-11-10,DEU,Germany,425,451.47,1.429,45.4,121.1,1
2020-11-11,DEU,Germany,367,433.95,1.593,58.5,251.7,5
2020-11-12,DEU,Germany,411,425.32,1.374,80.2,205.7,1
2020-11-13,DEU,Germany,372,413.81,1.352,26.8,145.1,3
2020-11-14,DEU,Germany,302,394.96,1.515,65.9,262.6,3
2020-11-15,DEU,Germany,381,379.81,1.405,42.8,177.7,2
2020-11-16,DEU,Germany,264,360.87,1.485,36.5,321.9,2
2020-11-17,DEU,Germany,255,336.64,1.546,31.6,124.0,5
2020-11-18,DEU,Germany,245,319.13,1.208,36.9,153.5,2
2020-11-19,DEU,Germany,231,293.45,1.395,60.0,210.2,2
2020-11-20,DEU,Germany,227,272.75,1.376,45.4,308.6,2
2020-11-21,DEU,Germany,168,253.62,1.303,64.3,142.9,2
2020-11-22,DEU,Germany,185,225.54,1.208,27.6,230.1,0
2020-11-23,DEU,Germany,159,210.5,1.24,63.9,106.9,0
2020-11-24,DEU,Germany,111,189.87,1.41,58.7,273.3,0
2020-11-25,DEU,Germany,91,167.94,1.346,19.8,147.9,1
2020-11-26,DEU,Germany,72,145.2,1.32,80.1,249.5,0
2020-11-27,DEU,Germany,77,123.68,1.409,56.8,253.6,0
2020-11-28,DEU,Germany,33,104.39,1.331,65.3,54.7,0
2020-11-29,DEU,Germany,26,81.71,1.529,73.1,216.7,0
2020-11-30,DEU,Germany,4,59.63,1.338,69.4,159.5,0
2020-12-01,DEU,Germany,24,47.22,1.551,47.5,239.9,0
2020-12-02,DEU,Germany,43,40.32,1.397,64.5,130.1,1
2020-12-03,DEU,Germany,83,41.83,1.335,13.8,153.5,2
2020-12-04,DEU,Germany,82,42.54,1.327,57.9,295.9,0
2020-12-05,DEU,Germany,101,52.19,1.551,84.6,289.7,2
2020-12-06,DEU,Germany,120,65.66,1.469,36.1,120.5,4
2020-12-07,DEU,Germany,139,84.96,1.324,68.3,343.7,0
2020-12-08,DEU,Germany,241,115.99,,85.5,0.0,0
2020-12-09,DEU,Germany,178,135.26,1.163,63.8,217.2,0
2020-12-10,DEU,Germany,271,162.16,1.266,70.5,97.2,2
2020-12-11,DEU,Germany,216,181.4,1.324,18.6,229.7,2
2020-12-12,DEU,Germany,235,200.62,1.321,31.3,179.1,0
2020-12-13,DEU,Germany,274,222.56,1.52,78.6,118.6,1
2020-12-14,DEU,Germany,276,242.11,,69.2,141.0,4
2020-12-15,DEU,Germany,293,249.52,1.255,59.9,137.1,1
2020-12-16,DEU,Germany,323,270.2,1.443,44.7,206.1,2
2020-12-17,DEU,Germany,333,279.03,1.42,55.7,278.0,1
2020-12-18,DEU,Germany,350,298.07,,84.8,356.7,1
2020-12-19,DEU,Germany,415,323.76,1.602,48.0,186.3,4
2020-12-20,DEU,Germany,387,339.98,1.458,64.0,223.9,5
2020-12-21,DEU,Germany,406,358.52,1.518,63.5,294.9,2
2020-12-22,DEU,Germany,425,377.39,1.39,36.7,164.1,2
2020-12-23,DEU,Germany,443,394.65,1.34,38.2,137.4,6
2020-12-24,DEU,Germany,466,413.77,1.341,80.5,355.9,3
2020-12-25,DEU,Germany,506,436.1,1.486,61.4,185.6,2
2020-12-26,DEU,Germany,499,448.08,1.47,36.4,217.4,4
2020-12-27,DEU,Germany,518,466.69,1.371,43.8,71.7,4
2020-12-28,DEU,Germany,536,485.23,1.439,30.3,158.1,0
2020-12-29,DEU,Germany,554,503.71,1.488,71.3,351.0,1
2020-12-30,DEU,Germany,572,522.13,1.335,45.0,237.0,4
2020-12-31,DEU,Germany,591,539.86,1.356,45.2,197.7,3
2021-01-01,DEU,Germany,609,554.53,1.434,66.8,311.5,3
2021-01-02,DEU,Germany,627,572.73,1.21,16.4,68.4,4
2021-01-03,DEU,Germany,644,590.86,1.435,49.3,166.8,5
2021-01-04,DEU,Germany,662,608.91,1.275,49.8,382.0,1
2021-01-05,DEU,Germany,680,626.88,1.481,44.3,196.0,8
2021-01-06,DEU,Germany,698,644.77,1.601,39.0,195.4,7
2021-01-07,DEU,Germany,730,664.72,1.316,35.8,294.3,0
2021-01-08,DEU,Germany,733,682.44,1.25,55.6,299.9,3
2021-01-09,DEU,Germany,790,705.73,1.366,29.8,95.9,4
2021-01-10,DEU,Germany,767,723.26,1.357,53.2,234.2,1
2021-01-11,DEU,Germany,815,745.12,1.449,38.9,340.5,4
2021-01-12,DEU,Germany,858,770.5,1.405,40.3,148.6,7
2021-01-13,DEU,Germany,832,789.7,1.351,53.9,170.2,3
2021-01-14,DEU,Germany,835,804.7,1.389,40.0,202.3,1
2021-01-15,DEU,Germany,873,824.7,1.267,75.3,255.5,3
2021-01-16,DEU,Germany,884,838.17,1.461,47.2,85.8,3
2021-01-17,DEU,Germany,935,862.15,1.539,70.9,0.0,4
2021-01-18,DEU,Germany,941,880.12,1.256,34.8,217.2,4
2021-01-19,DEU,Germany,958,894.44,1.217,34.3,293.3,7
2021-01-20,DEU,Germany,936,909.29,1.334,16.7,175.0,6
2021-01-21,DEU,Germany,967,928.1,1.251,40.2,151.2,6
2021-01-22,DEU,Germany,982,943.7,1.245,45.3,186.6,4
2021-01-23,DEU,Germany,981,957.63,,51.5,327.8,9
2021-01-24,DEU,Germany,1050,974.12,1.351,63.9,146.8,8
2021-01-25,DEU,Germany,1013,984.34,1.328,62.5,245.6,3
2021-01-26,DEU,Germany,1064,999.43,1.405,72.7,107.7,3
2021-01-27,DEU,Germany,1056,1016.65,1.31,32.3,111.5,3
2021-01-28,DEU,Germany,1058,1029.71,,50.6,267.6,7
2021-01-29,DEU,Germany,1093,1045.57,1.363,30.0,330.7,3
2021-01-30,DEU,Germany,1109,1063.78,1.257,58.3,271.1,3
2021-01-31,DEU,Germany,1103,1071.24,1.413,86.1,35.7,2
2021-02-01,DEU,Germany,1188,1096.31,1.194,26.1,166.4,8
2021-02-02,DEU,Germany,1135,1106.55,1.143,63.8,219.1,10
2021-02-03,DEU,Germany,1262,1135.84,1.197,71.0,204.8,7
2021-02-04,DEU,Germany,1199,1156.01,1.315,32.1,46.4,3
2021-02-05,DEU,Germany,1176,1167.94,1.327,58.7,96.2,10
2021-02-06,DEU,Germany,1188,1179.18,1.368,42.8,135.9,4
2021-02-07,DEU,Germany,1201,1193.25,1.297,47.6,194.6,10
2021-02-08,DEU,Germany,1222,1198.13,1.267,42.1,45.3,3
2021-02-09,DEU,Germany,1301,1221.85,1.494,45.5,248.0,9
2021-02-10,DEU,Germany,1302,1227.69,1.466,73.1,192.6,5
2021-02-11,DEU,Germany,1277,1238.73,1.446,48.4,116.5,9
2021-02-12,DEU,Germany,1355,1264.3,1.377,38.0,215.5,7
2021-02-13,DEU,Germany,1280,1277.43,1.384,51.4,84.8,3
2021-02-14,DEU,Germany,1315,1293.71,1.263,7.6,195.8,11
2021-02-15,DEU,Germany,1367,1314.41,1.356,33.7,55.9,7
2021-02-16,DEU,Germany,1344,1320.49,1.247,75.0,67.6,4
2021-02-17,DEU,Germany,1328,1324.19,1.234,47.1,163.7,11
2021-02-18,DEU,Germany,1410,1343.19,1.176,40.4,142.7,14
2021-02-19,DEU,Germany,1390,1348.12,1.377,53.5,230.7,6
2021-02-20,DEU,Germany,1380,1362.52,1.351,64.7,198.5,10
2021-02-21,DEU,Germany,1379,1371.62,1.303,76.6,368.0,12
2021-02-22,DEU,Germany,1485,1388.49,1.288,41.0,178.8,8
2021-02-23,DEU,Germany,1419,1399.18,1.147,41.4,0.0,8
2021-02-24,DEU,Germany,1407,1410.42,1.354,45.5,37.3,9
2021-02-25,DEU,Germany,1418,1411.56,1.295,70.6,104.3,7
2021-02-26,DEU,Germany,1466,1422.41,1.414,51.1,470.8,6
2021-02-27,DEU,Germany,1487,1437.7,1.338,93.3,197.1,8
2021-02-28,DEU,Germany,1451,1447.99,1.392,46.8,288.7,9
2021-03-01,DEU,Germany,1458,1444.07,1.319,85.3,280.6,5
2021-03-02,DEU,Germany,1534,1460.53,1.336,32.1,98.6,2
2021-03-03,DEU,Germany,1477,1470.48,1.409,22.2,56.6,7
2021-03-04,DEU,Germany,1584,1494.3,1.295,48.0,251.4,10
2021-03-05,DEU,Germany,1495,1498.45,1.36,72.8,22.4,8
2021-03-06,DEU,Germany,1504,1500.78,1.266,40.5,278.2,6
2021-03-07,DEU,Germany,1512,1509.55,1.296,37.7,190.6,4
2021-03-08,DEU,Germany,1521,1518.53,1.467,70.5,249.3,7
2021-03-09,DEU,Germany,1529,1517.81,1.369,64.1,224.3,12
2021-03-10,DEU,Germany,1537,1526.4,1.249,34.2,228.5,8
2021-03-11,DEU,Germany,1596,1528.03,1.344,33.0,208.4,3
2021-03-12,DEU,Germany,1596,1542.52,1.172,66.6,222.5,12
2021-03-13,DEU,Germany,1560,1550.5,1.276,17.4,203.7,10
2021-03-14,DEU,Germany,1722,1580.45,1.2,71.6,89.9,8
2021-03-15,DEU,Germany,1574,1588.03,1.339,63.8,168.5,9
2021-03-16,DEU,Germany,1580,1595.4,1.273,4.4,373.6,11
2021-03-17,DEU,Germany,1587,1602.57,1.318,50.3,225.1,3
2021-03-18,DEU,Germany,1593,1602.22,1.365,10.4,291.4,9
2021-03-19,DEU,Germany,1614,1604.79,1.24,25.9,121.3,13
2021-03-20,DEU,Germany,1605,1611.34,1.241,39.9,120.0,10
2021-03-21,DEU,Germany,1611,1595.51,1.278,24.6,103.7,15
2021-03-22,DEU,Germany,1633,1603.97,1.194,94.4,93.5,6
2021-03-23,DEU,Germany,1622,1609.89,1.277,67.3,70.2,5
2021-03-24,DEU,Germany,1627,1615.6,1.28,77.3,218.7,6
2021-03-25,DEU,Germany,1671,1626.68,1.296,47.2,171.5,10
2021-03-26,DEU,Germany,1636,1629.83,1.313,50.6,270.0,8
2021-03-27,DEU,Germany,1641,1634.9,1.109,81.6,175.2,4
2021-03-28,DEU,Germany,1654,1641.02,1.139,58.7,7.7,5
2021-03-29,DEU,Germany,1691,1649.37,1.148,62.2,235.5,7
2021-03-30,DEU,Germany,1668,1655.97,1.272,31.8,37.6,14
2021-03-31,DEU,Germany,1656,1660.18,1.232,31.7,217.2,5
2021-04-01,DEU,Germany,1660,1658.58,1.032,55.2,138.3,7
2021-04-02,DEU,Germany,1713,1669.57,1.451,57.5,218.6,8
2021-04-03,DEU,Germany,1709,1679.26,1.055,30.1,84.5,8
2021-04-04,DEU,Germany,1671,1681.69,1.255,57.2,262.3,13
2021-04-05,DEU,Germany,1671,1678.76,1.306,25.6,203.0,7
2021-04-06,DEU,Germany,1675,1679.73,,50.3,172.5,6
2021-04-07,DEU,Germany,1675,1682.41,1.309,21.3,64.4,9
2021-04-08,DEU,Germany,1677,1684.87,,76.6,344.8,13
2021-04-09,DEU,Germany,1678,1679.89,1.257,43.8,127.5,10
2021-04-10,DEU,Germany,1680,1675.77,1.02,36.1,221.0,8
2021-04-11,DEU,Germany,1681,1677.22,1.353,27.1,124.1,4
2021-04-12,DEU,Germany,1708,1682.54,1.233,25.2,502.2,6
2021-04-13,DEU,Germany,1724,1689.49,1.071,58.7,212.0,6
2021-04-14,DEU,Germany,1683,1690.62,1.291,70.1,150.8,9
2021-04-15,DEU,Germany,1683,1691.54,1.389,68.1,248.5,10
2021-04-16,DEU,Germany,1719,1697.31,1.131,77.9,260.0,11
2021-04-17,DEU,Germany,1692,1699.1,1.2,85.0,231.6,12
2021-04-18,DEU,Germany,1683,1699.35,1.167,69.2,174.1,7
2021-04-19,DEU,Germany,1751,1705.46,1.139,39.9,235.2,8
2021-04-20,DEU,Germany,1681,1699.42,1.126,53.4,187.6,13
2021-04-21,DEU,Germany,1680,1699.01,1.146,4.9,198.0,9
2021-04-22,DEU,Germany,1679,1698.37,,62.8,137.2,6
2021-04-23,DEU,Germany,1758,1703.99,1.17,53.0,82.9,10
2021-04-24,DEU,Germany,1676,1701.59,1.16,81.9,245.1,14
2021-04-25,DEU,Germany,1674,1700.29,1.277,35.1,248.5,13
2021-04-26,DEU,Germany,1673,1689.13,1.265,60.3,303.7,5
2021-04-27,DEU,Germany,1720,1694.61,1.042,29.9,203.9,9
2021-04-28,DEU,Germany,1666,1692.64,1.134,47.8,182.7,4
2021-04-29,DEU,Germany,1693,1694.68,1.316,17.3,87.2,7
2021-04-30,DEU,Germany,1660,1680.72,1.217,77.1,196.8,14
2021-05-01,DEU,Germany,1687,1682.37,1.219,71.1,228.8,11
2021-05-02,DEU,Germany,1663,1680.82,1.206,40.5,54.4,13
2021-05-03,DEU,Germany,1650,1677.56,1.154,55.2,285.5,9
2021-05-04,DEU,Germany,1659,1668.9,1.173,50.8,143.0,6
2021-05-05,DEU,Germany,1642,1665.4,1.134,37.8,184.3,6
2021-05-06,DEU,Germany,1638,1657.46,1.257,52.5,247.8,6
2021-05-07,DEU,Germany,1633,1653.53,1.13,41.1,199.4,11
2021-05-08,DEU,Germany,1628,1645.09,1.155,69.6,312.3,8
2021-05-09,DEU,Germany,1653,1643.71,1.237,45.8,250.3,9
2021-05-10,DEU,Germany,1618,1639.12,1.128,97.8,188.1,6
2021-05-11,DEU,Germany,1684,1642.65,1.151,48.4,0.0,10
2021-05-12,DEU,Germany,1607,1637.63,1.12,52.3,279.7,8
2021-05-13,DEU,Germany,1601,1632.41,1.144,60.6,105.6,10
2021-05-14,DEU,Germany,1595,1626.96,1.117,66.7,268.1,7
2021-05-15,DEU,Germany,1589,1621.31,1.093,51.6,239.2,9
2021-05-16,DEU,Germany,1582,1611.18,1.073,60.1,184.1,10
2021-05-17,DEU,Germany,1629,1612.8,1.124,53.7,276.3,10
2021-05-18,DEU,Germany,1568,1596.35,1.24,34.4,241.7,7
2021-05-19,DEU,Germany,1628,1599.33,1.198,29.0,226.3,13
2021-05-20,DEU,Germany,1554,1592.63,0.975,64.0,62.7,4
2021-05-21,DEU,Germany,1624,1596.78,1.087,80.3,203.2,9
2021-05-22,DEU,Germany,1539,1589.66,1.063,17.4,100.6,3
2021-05-23,DEU,Germany,1548,1584.77,0.968,21.3,112.3,9
2021-05-24,DEU,Germany,1523,1569.54,,21.1,171.1,10
2021-05-25,DEU,Germany,1541,1565.58,1.109,65.5,317.1,9
2021-05-26,DEU,Germany,1506,1548.17,1.318,67.2,229.2,9
2021-05-27,DEU,Germany,1497,1540.03,1.079,30.5,234.5,7
2021-05-28,DEU,Germany,1488,1520.64,1.032,94.1,261.6,10
2021-05-29,DEU,Germany,1479,1512.1,1.019,42.3,130.0,10
2021-05-30,DEU,Germany,1489,1503.66,1.059,78.7,73.9,7
2021-05-31,DEU,Germany,1460,1494.73,1.16,66.2,59.7,9
2021-06-01,DEU,Germany,1450,1481.83,1.168,30.8,218.5,9
2021-06-02,DEU,Germany,1459,1475.15,1.387,41.6,278.9,5
2021-06-03,DEU,Germany,1430,1465.63,0.971,32.6,273.0,4
2021-06-04,DEU,Germany,1487,1465.42,1.097,23.1,133.5,13
2021-06-05,DEU,Germany,1509,1469.71,1.017,44.9,308.4,9
2021-06-06,DEU,Germany,1399,1456.91,1.118,26.0,363.4,8
2021-06-07,DEU,Germany,1441,1454.15,1.218,46.5,248.6,8
2021-06-08,DEU,Germany,1395,1446.18,1.163,88.7,319.0,6
2021-06-09,DEU,Germany,1366,1432.89,0.953,63.9,269.9,5
2021-06-10,DEU,Germany,1355,1422.06,1.139,38.9,181.6,4
2021-06-11,DEU,Germany,1376,1406.22,0.856,37.2,146.8,3
2021-06-12,DEU,Germany,1331,1380.84,0.826,42.0,71.0,8
2021-06-13,DEU,Germany,1319,1369.46,,91.4,164.4,9
2021-06-14,DEU,Germany,1411,1365.19,1.119,28.2,181.1,8
2021-06-15,DEU,Germany,1317,1354.06,1.09,50.0,182.8,4
2021-06-16,DEU,Germany,1283,1342.15,1.242,59.3,191.0,8
2021-06-17,DEU,Germany,1270,1330.07,1.06,74.3,16.5,7
2021-06-18,DEU,Germany,1257,1313.14,1.035,43.3,262.3,5
2021-06-19,DEU,Germany,1308,1309.78,,30.7,271.6,7
2021-06-20,DEU,Germany,1244,1299.05,1.002,55.8,229.7,8
2021-06-21,DEU,Germany,1237,1274.17,1.075,76.3,106.5,4
2021-06-22,DEU,Germany,1205,1258.15,1.078,44.5,229.4,6
2021-06-23,DEU,Germany,1191,1245.05,0.933,33.2,201.8,7
2021-06-24,DEU,Germany,1180,1232.17,1.065,52.2,238.0,5
2021-06-25,DEU,Germany,1198,1223.73,1.242,17.5,324.1,3
2021-06-26,DEU,Germany,1149,1201.09,1.134,45.6,185.7,8
2021-06-27,DEU,Germany,1182,1192.12,0.933,73.6,214.5,5
2021-06-28,DEU,Germany,1121,1175.56,1.248,67.5,130.9,4
2021-06-29,DEU,Germany,1110,1162.02,,47.1,273.7,6
2021-06-30,DEU,Germany,1092,1147.83,1.05,83.2,256.2,6
2021-07-01,DEU,Germany,1077,1133.12,0.994,88.2,217.3,3
2021-07-02,DEU,Germany,1062,1113.66,1.069,63.3,115.7,4
2021-07-03,DEU,Germany,1047,1099.03,1.009,20.6,145.3,1
2021-07-04,DEU,Germany,1102,1087.73,0.996,12.4,53.5,4
2021-07-05,DEU,Germany,1016,1072.81,0.978,77.7,144.4,4
2021-07-06,DEU,Germany,1018,1059.76,1.085,54.9,256.7,7
2021-07-07,DEU,Germany,985,1044.57,1.071,82.7,231.7,3
2021-07-08,DEU,Germany,981,1030.93,0.966,23.2,212.8,3
2021-07-09,DEU,Germany,954,1015.46,0.826,46.8,318.7,6
2021-07-10,DEU,Germany,938,999.86,0.978,70.6,224.4,6
2021-07-11,DEU,Germany,1063,994.28,0.9,35.4,153.8,4
2021-07-12,DEU,Germany,905,978.43,0.921,70.3,144.0,6
2021-07-13,DEU,Germany,889,959.94,0.952,47.5,181.5,7
2021-07-14,DEU,Germany,918,950.28,0.855,50.6,164.0,4
2021-07-15,DEU,Germany,856,932.37,0.797,26.3,276.2,1
2021-07-16,DEU,Germany,859,918.9,0.984,55.0,233.7,4
2021-07-17,DEU,Germany,848,906.09,0.954,93.9,174.4,4
2021-07-18,DEU,Germany,818,871.02,0.947,57.8,177.5,3
2021-07-19,DEU,Germany,903,870.73,0.996,34.2,256.3,6
2021-07-20,DEU,Germany,771,853.93,0.876,77.9,280.9,8
2021-07-21,DEU,Germany,831,841.56,0.971,34.8,52.5,3
2021-07-22,DEU,Germany,761,827.92,1.069,84.4,186.3,2
2021-07-23,DEU,Germany,765,814.42,0.906,24.5,207.3,6
2021-07-24,DEU,Germany,719,795.99,1.118,55.5,243.9,4
2021-07-25,DEU,Germany,778,790.34,0.93,80.5,209.0,7
2021-07-26,DEU,Germany,667,756.52,0.836,32.7,232.6,2
2021-07-27,DEU,Germany,674,742.56,1.003,51.7,181.0,6
2021-07-28,DEU,Germany,696,723.3,0.903,73.1,135.5,5
2021-07-29,DEU,Germany,613,702.24,1.016,4.9,262.7,3
2021-07-30,DEU,Germany,645,685.1,0.949,68.5,265.3,2
2021-07-31,DEU,Germany,577,664.8,0.872,48.2,252.1,2
2021-08-01,DEU,Germany,559,633.43,1.053,78.8,266.4,3
2021-08-02,DEU,Germany,540,615.4,0.848,33.5,122.3,4
2021-08-03,DEU,Germany,522,593.74,0.678,22.3,159.4,2
2021-08-04,DEU,Germany,553,573.31,0.979,39.1,289.6,4
2021-08-05,DEU,Germany,485,555.05,0.922,38.7,228.5,6
2021-08-06,DEU,Germany,477,531.01,1.012,45.9,204.5,0
2021-08-07,DEU,Germany,493,518.98,0.792,40.6,179.8,2
2021-08-08,DEU,Germany,429,500.52,0.853,9.8,301.4,2
2021-08-09,DEU,Germany,411,481.99,0.838,48.1,58.4,4
2021-08-10,DEU,Germany,421,467.48,0.964,54.6,223.5,2
2021-08-11,DEU,Germany,416,447.82,0.932,46.1,194.7,1
2021-08-12,DEU,Germany,435,440.57,0.885,55.7,99.8,3
2021-08-13,DEU,Germany,335,420.38,0.882,51.7,329.3,1
2021-08-14,DEU,Germany,316,395.19,,22.4,0.0,0
2021-08-15,DEU,Germany,380,388.13,0.93,44.0,209.7,2
2021-08-16,DEU,Germany,278,369.23,0.929,52.3,242.3,1
2021-08-17,DEU,Germany,285,349.81,,45.3,122.0,1
2021-08-18,DEU,Germany,349,340.35,0.89,20.1,222.2,1
2021-08-19,DEU,Germany,259,315.23,0.903,74.5,182.0,1
2021-08-20,DEU,Germany,241,301.76,,30.6,279.0,2
2021-08-21,DEU,Germany,247,291.78,0.763,25.2,481.1,2
2021-08-22,DEU,Germany,190,264.59,0.954,50.8,227.1,3
2021-08-23,DEU,Germany,184,251.05,0.82,43.7,248.3,1
2021-08-24,DEU,Germany,125,228.24,0.803,62.0,122.0,0
2021-08-25,DEU,Germany,164,201.72,0.805,67.5,217.2,0
2021-08-26,DEU,Germany,107,180.05,0.809,64.4,170.2,0
2021-08-27,DEU,Germany,67,155.2,0.763,50.0,262.3,0
2021-08-28,DEU,Germany,60,128.54,0.83,61.1,85.9,1
2021-08-29,DEU,Germany,28,105.5,0.796,18.8,114.1,0
2021-08-30,DEU,Germany,45,85.67,0.784,71.9,294.4,0
2021-08-31,DEU,Germany,9,69.13,0.851,41.9,216.8,0
2021-09-01,DEU,Germany,124,63.42,0.813,89.4,305.9,0
2021-09-02,DEU,Germany,72,58.45,,72.5,229.1,0
2021-09-03,DEU,Germany,113,65.05,0.736,46.1,240.8,0
2021-09-04,DEU,Germany,86,68.83,,50.4,175.2,0
2021-09-05,DEU,Germany,140,84.75,0.744,73.7,184.5,0
2021-09-06,DEU,Germany,125,96.2,0.741,4.8,277.2,0
2021-09-07,DEU,Germany,199,123.29,0.745,46.8,188.5,1
2021-09-08,DEU,Germany,163,128.96,0.855,84.0,294.7,0
2021-09-09,DEU,Germany,188,145.52,0.952,66.9,191.2,0
2021-09-10,DEU,Germany,202,158.18,0.871,33.2,105.6,1
2021-09-11,DEU,Germany,227,178.31,0.928,56.3,98.3,2
2021-09-12,DEU,Germany,341,207.09,0.836,30.5,186.3,1
2021-09-13,DEU,Germany,295,231.43,0.861,43.2,273.3,1
2021-09-14,DEU,Germany,278,242.81,1.015,56.7,146.8,3
2021-09-15,DEU,Germany,297,261.94,0.936,60.2,258.5,1
2021-09-16,DEU,Germany,316,280.26,0.95,64.6,208.1,3
2021-09-17,DEU,Germany,359,302.72,,74.7,248.5,3
2021-09-18,DEU,Germany,354,320.86,0.863,26.1,176.8,2
2021-09-19,DEU,Germany,445,335.6,0.908,50.5,214.6,1
2021-09-20,DEU,Germany,396,349.91,,33.0,275.1,0
2021-09-21,DEU,Germany,465,376.52,0.638,42.0,198.6,2
2021-09-22,DEU,Germany,440,396.85,0.917,34.9,158.0,3
